one1rpay3ks0epgj4utuk0pukc7sa0megreqrn83aj,0x187a48DA0fC8512af17cb3c3Cb63d0ebF7940F20,2859301,0.224
one1zds3yfq3duelych87e6prkgjsc90emmtqk5nwv,0x13611224116F33F262e7F67411D912860aFcEf6b,690000,0.196
one1sc5znv8ylr6x8dcg4glvqxvd2aywf3y53cwvmq,0x862829b0E4F8F463B708aa3eC0198D5748e4C494,199999,0.168
one17t6eusjla0922llys37qhn0vnwzgp07sueft74,0xf2f59e425fEBCAA57Fe4847C0bCdEc9b8480bFD0,126901,0.154
one1t5necyk0sxlzt4w4zq62jcmy29gj7vt9sq0f66,0x5d279C12Cf81BE25D5D51034A9636451512F3165,102000,0.154
one1zmv6mk9rdlnyr4fywg6wuc2s7v5y9a9r9lslfx,0x16D9adD8A36fe641d5247234Ee6150f32842F4A3,82322,0.118
one1ma7tvulax6df876r07v2xdctuvyd2nruaskys0,0xDf7cB673fd369a93Fb437f98A3370bE308d54c7c,49999,0.02
one13578f0mgfc2rmsg73skelzyhyjc3ff8xx2pk8u,0x8D3c74bF684e143DC11E8C2d9f889724B114A4E6,31312,0.018
one126xsdurugevkw7423z2lghnaurl8pkpwpl9nz9,0x568D06F07C4659677aaA8895f45E7DE0fe70D82e,16743,0.032
one13kyypuaczvz7jdl64lht99m0xfqekxd3fcu2pm,0x8d8840F3b81305E937FaaFEEb2976f32419b19b1,16200,0.112
one1rf8850ra2mpjt6p8l5qau3dsgxmpeat384reeh,0x1A4E7a3c7D56c325E827fD01DE45b041b61Cf571,10013,0.108
one1sq44209yhus8ag4kyg7qp8jt30tak802324zys,0x802B553CA4BF207eA2b6223C009e4b8bD7db1deA,10000,0.096
one1jyjzkmsgcd8rac3td89nvf7qavjwhqrzs7r63k,0x91242b6e08C34E3eE22B69cb3627C0eb24eB8062,8520,0.098
one1467ulp5s8jjl28mjqgrjnp0jm9u0e0htvrlrsv,0xAebDCf86903CA5F51f7202072985F2d978FCBeeb,5665,0.098
one16xnzc9x5p442shpwjcajs9mk9sngpqvu5ktwel,0xd1a62c14D40D6AA85c2e963b2817762c2680819c,4480,0.048
one1qf62utrmhurff2f2lnkn9pj354a2tch0kpn60x,0x0274Ae2c7bbF0694A92AfCed328651a57aA5e2Ef,4080,0.084
one1nnwgn7nc4j8nphlepq468d4q82kclyytat9dsp,0x9CdC89Fa78Ac8f30DfF9082bA3B6a03Aad8F908b,4000,0.084
one18k9q9u7ax43nvcnkceh3q5jy4agjfm45lq09y4,0x3D8a02f3Dd3563366276C66F105244af5124Eeb4,3743,0.084
one1jqup4gt4wmvcgv6jywg9z3ze4rprqpxef4uput,0x90381AA17576D98433522390514459A8c23004d9,3444,0.084
one1q4ujlg59y68fe83jngc4s88lxcwzc2u6wy67cu,0x05792FA285268E9c9E329a31581cfF361c2c2B9a,3411,0.084
one1c3epmvv78tdtg87yueaq3vd64kw0wk6kuqq0h8,0xC4721dB19E3AdAB41fc4E67a08B1baad9cF75b56,3332,0.084
one1qh5cwqy9ltm39hytcd0asxqwxdek5n9ez6wnzm,0x05e9870085fAf712dC8bC35FD8180E33736a4cB9,3042,0.024
one1g79ygz6sam8rhuve9cpjwka66ne5xz3gwlwc7g,0x478a440B50EEce3Bf1992E03275bbad4F3430a28,2484,0.084
one1f67juhafhaqcg2t82q6l6u08h4jwj0dalcq7g7,0x4EBD2E5FA9Bf418429675035FD71e7Bd64e93dbd,2265,0.084
one1va3z2sctuc7slsncv7usfm7t65dzlmztt96usd,0x676225430Be63D0fc27867B904eFCbD51a2FEc4b,2228,0.07
one175sau2hh6hrtz7npupt8e0hn2qtmqjtqlvwcm5,0xf521De2Af7D5c6B17A61e0567CbeF35017B04960,2000,0.07
one13459rctqh8995kyt7f9e8hyd00fp3ldt8eq7p9,0x8D6851e160b9ca5A588BF24b93DC8d7Bd218fdAB,1540,0.06
one1y8ccjlzz699u9y37awhgrrq57hcf436y5328j3,0x21f1897C42D14bc2923EEbaE818c14F5f09AC744,1500,0.07
one1fltwpn36w2mr6wyr7agdl5pl2dlmw787endahw,0x4FD6E0cE3A72b63D3883f750Dfd03F537fB778fE,1400,0.07
one1kwwpymen6tkpkwn2cre8fkxvg67w8qqepyfqq5,0xb39C126F33d2Ec1b3A6AC0f274d8Cc46Bce38019,1290,0.07
one1mdn4aqncga4r8hg4khzn55ke9ne8kvjc2epdnx,0xDB675E8278476A33dD15b5C53a52d92Cf27B3258,1250,0.07
one1s8w3yn8rff972c668slqmsqdasjythtm2s8873,0x81dd124cE34a4Be5635a3c3E0dc00DEC2445dD7B,1206,0.01
one1uayv37xrc0j89xaz9pxrpcat4as48h7alazp2w,0xe748c8F8C3C3e4729Ba2284c30E3abaf6153DFdd,1147,0.07
one10g3ptqurfpr26n2377fajekfc54d6hn8r8yhnf,0x7a221583834846AD4d51F793d966c9c52add5E67,1104,0.056
one1c0pdgd4refad7wvkv8hkdhmygnvgtw6czdczt2,0xC3c2d436a3Ca7ADf399661EF66Df6444d885bb58,1054,0.056
one129rgtre08kc2krryehskffy6dvsmxv94efytef,0x5146858F2F3DB0AB0C64Cde164A49a6B21b330B5,1045,0.016
one1pcutkygmxtdt78d7e8h745pc6q5fr8sqj5gmxs,0x0e38bb111b32dAbf1dBeC9eFead038d028919e00,1015,0.056
one1sjhsch7xhl7pvnw9l3pfc82g9ttngjm2hmw6jx,0x84aF0C5fC6bFFc164DC5FC429c1D482ad7344b6a,1005,0.032
one194hfumyvjmsqqhecjwrwpzkpkzefru9kt0uyqt,0x2D6E9E6c8c96e0005f389386e08Ac1B0b291F0b6,1000,0.056
one1qk4upj5tf9g57n3zmgrpznyjlpnyxa8amrpeq0,0x05ABc0CA8B49514F4E22Da06114c92F8664374FD,991,0.056
one1kaq6f42rd7e77j3n9eup5ldry5xtd5kzm0tud4,0xb741a4d5436Fb3Ef4A332e781a7da3250Cb6d2c2,775,0.056
one12sjzyan9r88fedkkyp44qylayxec7qhy59m60l,0x542422766519CE9cb6D6206b5013FD21b38F02e4,750,0.056
one1gs6hdt6r7md8yxzmk0ccngzrugyc8upawdcctw,0x443576Af43f6dA72185bB3F189A043E20983F03d,608,0.056
one1qr424t9ac75nd68tv2gcc75zga0x0gv5u5vkm4,0x00eaaaACbdc7A936E8eB62918c7a82475e67A194,600,0.056
one1m023w78wq8hzvpcdvytx4aj4p6q80kqwhvllg2,0xdbD51778eE01Ee26070D61166AF6550e8077d80E,550,0.042
one1nnsqvlj6m3vec3rp5534z069jgrx8fmp6lx984,0x9Ce0067e5AdC599C4461A523513f45920663A761,514,0.042
one17xda8tplrg2qpk7sa5vcf7lmazjp9ahnczrk5y,0xf19bD3Ac3f1A1400DbD0Ed1984fbFBe8A412F6F3,471,0.042
one16c0hhsvhyy0gzwf02t6demds9dqg0xjhsn6px0,0xD61f7bc197211E81392f52f4DCeDb02B40879A57,433,0.042
one1ujzak3zv4spyqdjdjvlrvff0nc2wae4j54slmz,0xe485dB444cAC0240364d933e36252F9e14eEe6b2,418,0.03
one147je4vjq9glrzgchy4cfy6rwsy760yxz4hc50q,0xaFa59aB2402A3e312317257092686e813DA790c2,413,0.042
one1hmmnrk6jmpwcgs68ay4ya3l53pd5yte0lfgww9,0xbEf731dB52D85D844347E92A4eC7f4885b422f2f,400,0.042
one13n4a6k7urka9tg5t3588vke5l0vjam9mgc3sax,0x8CebDD5bdc1Dba55A28B8D0E765B34fBd92EecbB,394,0.042
one15793k2jrsxa2wkkeylf32z7hn5lj9ucm65dhe4,0xA78b1B2a4381BAa75AD927d3150Bd79D3f22f31b,340,0.024
one13v6xh975w3vmxtp7s6jc8ppqvza3aumq7ghzpe,0x8B346b97D47459B32C3E86A583842060Bb1EF360,299,0.042
one1fvjsnjmcraswlt909y3ydlhqpygxrerzxrg8zx,0x4b2509cB781f60eFacAf292246Fee0091061e462,285,0.018
one123km20ptyrfr5myh55vme036jzxlpt8rdcxlg4,0x546db53C2B20D23a6c97a519BcBE3A908dF0aCE3,234,0.028
one1wp45c7ntk6nyv9mwef2ntp008aazuu7sllc35p,0x706B4c7A6Bb6a646176EcA553585Ef3f7A2e73D0,210,0.012
one1ncfj20gpx5kvtzsjzytfwetuc7phddg6kmjgm4,0x9e13253D01352cC58A12111697657CC78376b51A,200,0.028
one1xsrjuwvt45z3favdc44axvathp2vnparwkn9ml,0x34072e398BAd0514f58Dc56bD333aBb854C987a3,176,0.004
one1pp9txq5g4yvrd03hyxysnjawe9pjnhzpwzuqcf,0x084aB30288A91836Be37218909cbAEc94329DC41,175,0.028
one1p35largvqmups9r35wkw4w6rqw6d2pwhtyn8jn,0x0c69fE8D0c06f8181471a3AcEAbB4303B4D505D7,172,0.028
one16epnq6hsf0x4zvnyh4phapxvmrly32qdc8vh02,0xD643306AF04BcD513264Bd437E84CcD8Fe48A80D,172,0.02
one1n9x52trmjrp6rldr8rdpzw6va304tasjux86ch,0x994d452c7B90C3a1FDA338Da113b4cEC5F55F612,170,0.028
one14p7pt6kumzmzcfg3x0yruv7wzcz0lskmeng670,0xa87c15EADCD8B62C251133c83E33cE1604Ffc2dB,157,0.028
one1a2047e0edynwj0rnf9rf383zccq20gf90tenm5,0xEA9f5F65F96926e93c734946989e22C600A7a125,125,0.014
one1khdrfd9a4nr6nq5umwlalk9e8d85x8d7pevp05,0xB5dA34b4BdaCC7A9829cdBBfDfD8b93B4F431dBE,117,0.014
one1aj5mmx208lvgz4ezk66c6hgw33gtlru64mnp4h,0xeCa9bd994F3fd8815722b6b58D5D0E8C50BF8F9a,117,0.014
one13gzy3sgq3cg34vg86s3hwwa7e23mpun7kp20gz,0x8A0448c1008e111ab107D423773BbecaA3B0F27E,117,0.014
one1gg2ryfdgptxlr3wcae7wf3nttv98k6rq5jlpz3,0x42143225a80AcdF1C5D8ee7CE4C66B5B0a7B6860,101,0.014
one1d87fcpq4g73fmgxeq704s8x5qnjxyecjt28kc5,0x69fc9C041547a29DA0D9079F581Cd404E4626712,101,0.014
one1qg3dmz9t2ytva879hapfhqyu6g0c0rkjwwzumg,0x0222dD88AB5116cE9fC5bf429B809Cd21F878ED2,100,0.002
one1h260lpzpl5snrv02edwvsc8jz3cuz5ulmu8dj0,0xbab4Ff8441fd2131b1eaCb5Cc860f21471c1539F,100,0.014
one1nnpf5tsjt38hh5dpz0ls3fj35war6gvdzj7f4t,0x9cC29a2E125C4F7Bd1a113Ff08A651A3ba3D218D,100,0.014
one1386h078jeqxqukfyuqqfv9ap7550r76n28uc0f,0x89F577F8f2c80c0E5924E0009617a1F528F1Fb53,100,0.014